UniqueID,Topic,In_PubMed,NLM_ID,Journal,Counts,Start_Year,End_Year,URL_CNKI,URL_CAOD,CAOD_Coverage_Start_Year,CAOD_Coverage_End_Year,URL,Content,Login,Free/Pay,Language,Notes,Print_ISSN_NLM,Electronic_ISSN_NLM,Linking_ISSN_NLM,MeSH,Indexed_NLM,Indexed_Embase,Indexed_Embase_NLM,Not_Indexed_NLM_and_Embase,Indexed_NLM_not_in_Embase,Archive_Coverage_Start_Year,Archive_Coverage_Start_Year,PubMed_Journal_Status,PubMed_Start_Year,PubMed_End_Year,MEDLINE_Journal_Status,MEDLINE_Start_Year,MEDLINE_End_Year,PMC_Journal_Status,PMC_Start_Year,PMC_End_Year,PMC_Free_access,PMC_Open_access,PMC_Participation_level,PMC_Deposit_status,PMC_Journal_URL
264748,Child health_1,NO,101312255,"Obstetrics, Gynaecology and Reproductive Medicine ",4,2007,,NA,NA,NA,NA,https://www.obstetrics-gynaecology-journal.com/issues,HTML/PDF,Y,Free/Pay,English,,1751-7214,1879-3622,1751-7214,"Genital Diseases, Female; Pregnancy Complications; Reproductive Medicine",YES,YES,YES,NO,NO,1991,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
603003,Effective practice & health systems_1,NO,101278296,Expert review of clinical pharmacology,4,2007,,NA,NA,NA,NA,https://www.tandfonline.com/loi/ierj20,HTML/PDF,N,Free/Pay,English,,1751-2433,1751-2441,1751-2433,"Pharmacology, Clinical",YES,YES,YES,NO,NO,2008,,Currently-indexed,2011,,Currently-indexed,2011,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
183463,Child health_1,NO,101313788 ,"Mind, brain and education : the official journal of the International Mind, Brain, and Education Society",4,2007,,NA,NA,NA,NA,https://onlinelibrary.wiley.com/loi/1751228x,HTML/PDF,Y/N,Free/Pay,English,,1751-2271,1751-228X,1751-2271,Cognitive Science; Learning,YES,NO,NO,NO,YES,2007,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
100020,Cancer_1,PARTIAL,101469707,Child development perspectives,11,2007,,NA,NA,NA,NA,https://srcd.onlinelibrary.wiley.com/loi/17508606,HTML,N,Free,English,,1750-8592,1750-8606,1750-8592,Child Development,YES,NO,NO,NO,YES,2007,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
43510,Cancer_1,NO,101308384,International journal of urological nursing : the journal of the BAUN,6,2007,,NA,NA,NA,NA,http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1749-771X,HTML,N,Free,English,,1749-7701,1749-771X,1749-7701,Urologic Diseases,YES,NO,NO,NO,YES,2007,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
49729,Cancer_1,NO,101503994,Tu?rk dermatoloji dergisi.,5,2007,,NA,NA,NA,NA,https://www.turkdermatolojidergisi.com/archives,HTML,N,Free,Turkish,,1307-7635,1308-5255,NR,Skin Diseases,YES,YES,YES,NO,NO,2007,2019,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
79975,Cancer_1,NO,101305358,The anatolian journal of clinical investigation.,9,2007,,NA,NA,NA,NA,https://journals.indexcopernicus.com/search/journal/issue?issueId=all&journalId=36072,HTML,N,Free,English,,1306-8814,1307-1173,1306-8814,Medicine,YES,NO,NO,NO,YES,2007,2012,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
20164,Blood disorders_1,NO,101310551,Journal of pure & applied microbiology,19,2007,,NA,NA,NA,NA,https://microbiologyjournal.org/,HTML,N,Free,English,,0973-7510,NR,0973-7510,Microbiology,YES,YES,YES,NO,NO,2007,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
72922,Cancer_1,NO,101501675,China Modern Doctor,37,2007,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=ZDYS,http://caod.oriprobe.com/journals/zwkjzlml-yyws/China_Modern_Doctor.htm,2007,,https://www.oriprobe.com/journals/zwkjzlml-yyws.html,HTML/PDF,N,Pay,English/Chinese,,1673-9701,NR,1673-9701,Biomedical Research; Clinical Medicine,YES,NO,NO,NO,YES,2007,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
165947,Child health_1,NO,101590772 ,Iranian journal of diabetes and lipid disorders.,7,2008,2010,NA,NA,NA,NA,https://ijdld.tums.ac.ir/browse.php?&slct_pg_id=17&sid=1&slc_lang=en,HTML,N,Free,English,,NR,2008-1820,1726-7544,Diabetes Mellitus; Lipid Metabolism Disorders,YES,NO,NO,NO,YES,2001,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
36675,Cancer_1,NO,101551912,British journal of medical practitioners.,6,2008,,NA,NA,NA,NA,https://www.bjmp.org/issues-by-volume-number,HTML,N,Free,English,,NR,1757-8515,NR,Medicine,YES,NO,NO,NO,YES,2008,2021,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
299196,Child health_1,NO,101533467 ,Bioscience horizons.,5,2008,,NA,NA,NA,NA,https://www.biosciencehorizons.com/bh-publications,HTML,N,Free,English,,NR,1754-7431,1754-7431,UPDATE,YES,NO,NO,NO,YES,2008,2019,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
6644,Blood disorders_1,NO,101628669,Asian journal of pharmaceutical and clinical research : AJPCR,33,2008,,NA,NA,NA,NA,https://www.ingentaconnect.com/content/doaj/13090720;jsessionid=1mlrv7l1vm8d3.x-ic-live-01,HTML,N,Free,English/Turkish,,NR,0974-2441,0974-2441,UPDATE,YES,NO,NO,NO,YES,2010,2017,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
33739,Cancer_1,NO,101590361,Iranian journal of dermatology.,40,2008,,NA,NA,NA,NA,http://www.iranjd.ir/,HTML,N,Free,English,,NR,NR,NR,Skin Diseases,YES,NO,NO,NO,YES,1997,2021,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
123487,Child health_1,NO,101715921 ,Chunghwanja Kanho Hakhoe chi.,11,2008,,NA,NA,NA,NA,https://www.jkccn.org/index.php?v_type=3,HTML,N,Free,English,,2005-212X,NR,2005-212X,UPDATE,YES,NO,NO,NO,YES,2008,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_2891,,NO,101646544,Wound Healing Southern Africa,,2008,,NA,NA,NA,NA,http://www.woundhealingsa.co.za/index.php/WHSA/index,HTML/PDF,N,Free,English,,1998-8885,2076-8893,1998-8885,UPDATE,YES,NO,NO,NO,YES,2008,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
37191,Cancer_1,NO,101557399,Journal fu?r klinische Endokrinologie und Stoffwechsel,4,2008,,NA,NA,NA,NA,"http://www.kup.at/journals/klinendokrinologie/index.html
https://link.springer.com/journal/41969",HTML/PDF,N,Pay/Free,German,"Coverage vary by site:
http://www.kup.at/journals/klinendokrinologie/index.html (2008-2017)
https://link.springer.com/journal/41969 (2018-2022)",1998-7773,1998-7781,1998-7773,Endocrine System Diseases; Metabolism,YES,YES,YES,NO,NO,2008,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
837110,Heart & circulation_1,NO,101769810,Brain & NeuroRehabilitation.,4,2008,,NA,NA,NA,NA,https://www.e-bnr.org/index.php?body=archive,HTML,N,Free,English,,1976-8753,2383-9910,1976-8753,Brain Diseases; Neurological Rehabilitation,YES,NO,NO,NO,YES,2008,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
626188,Endocrine & metabolic_1,NO,101471801,Journal of men's health,10,2008,,NA,NA,NA,NA,https://www.imrpress.com/journal/JOMH/volumes_and_issues,HTML,N,Free,English,,1875-6867,1875-6859,1875-6859,Men's Health,YES,YES,YES,NO,NO,2015,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_11141,,PARTIAL,101467972,Magazine of European Medical Oncology,,2008,,NA,NA,NA,NA,https://link.springer.com/journal/12254/volumes-and-issues,HTML/PDF,Y/N,Free/Pay,English,,1865-5041,1865-5076,NR,Hematologic Diseases; Neoplasms,YES,YES,YES,NO,NO,2008,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
181718,Child health_1,NO,101485812,Wound practice & research.,5,2008,,NA,NA,NA,NA,https://journals.cambridgemedia.com.au/wpr/previous-issues,HTML/PDF,N,Free,English,,1837-6304,2202-9729,1837-6304,Wounds and Injuries,YES,NO,NO,NO,YES,2008,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
222430,Child health_1,NO,101474930,International journal of rheumatic diseases,34,2008,,NA,NA,NA,NA,https://onlinelibrary.wiley.com/journal/1756185x,HTML,N,Free,English,,1756-1841,1756-185X,1756-1841,Connective Tissue Diseases; Immune System Diseases; Rheumatic Diseases,YES,YES,YES,NO,NO,2002,,Currently-indexed,2009,,Currently-indexed,2009,,Not indexed#,NA,NA,NA,NA,NA,NA,NA
9165,Blood disorders_1,PARTIAL,101476453 ,Oral Surgery ,17,2008,,NA,NA,NA,NA,https://onlinelibrary.wiley.com/loi/1752248x,HTML/PDF,N,Free/Pay,English,,1752-2471,1752-248X,1752-2471,"Surgery, Oral",YES,NO,NO,NO,YES,2008,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
39015,Cancer_1,NO,101765321,Journal of Shanghai Jiaotong University (science),10,2008,,NA,NA,NA,NA,https://link.springer.com/journal/12204/volumes-and-issues,HTML,N,Free,English,,1007-1172,1995-8188,1995-8188,UPDATE,YES,NO,NO,NO,YES,2008,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
30907,Cancer_1,NO,101526941 ,Biomedical & pharmacology journal.,5,2008,,NA,NA,NA,NA,https://biomedpharmajournal.org/previous-issues/,HTML,N,Free,English,,0974-6242,2456-2610,0974-6242,Biological Phenomena; Pharmacological Phenomena,YES,YES,YES,NO,NO,2008,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
375594,Child health_1,NO,101505213,Zhongguo shi yong yi kan.,5,2008,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=MEDI,,,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=MEDI,HTML/PDF,N,Pay,English/Chinese,,1674-4756,NR,1674-4756,Clinical Medicine,YES,NO,NO,NO,YES,1975,2006,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
79909,Cancer_1,NO,101519519 ,Zhonghua xian dai hu li za zhi.,5,2008,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=HLJH,,,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=HLJH,HTML/PDF,N,Pay,Chinese/English,,1674-2907,NR,1674-2907,Nursing Care,YES,NO,NO,NO,YES,1995,2006,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
400380,Complementary & alternative medicine_1,NO,101507927,Turkish journal of rheumatology.,10,2009,2013,NA,NA,NA,NA,https://archivesofrheumatology.org/archive,HTML,N,Free,English/Turkish,,1309-0291,1309-0283,NR,Rheumatic Diseases,YES,NO,NO,NO,YES,2000,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
395165,Complementary & alternative medicine_1,NO,101499376,Korean journal of urology,9,2009,2015,NA,NA,NA,NA,https://www.ncbi.nlm.nih.gov/pmc/journals/1216/,HTML,N,Free,English,,2005-6737,2005-6745,2005-6737,Urogenital Neoplasms; Urologic Diseases,YES,NO,NO,NO,YES,2010,,Continued-by-another-title,2010,2015,Continued-by-another-title,2014,2015,Indexed,2010,2015,Immediate,All, Full , Predecessor ,http://www.ncbi.nlm.nih.gov/pmc/journals/1216/
48006,Cancer_1,NO,101485952,Imaging in medicine,5,2009,2015,NA,NA,NA,NA,https://www.openaccessjournals.com/journals/imaging-in-medicine-archive.html,HTML/PDF,N,Free,English,,1755-5191,1755-5205,1755-5191,Diagnostic Imaging,YES,NO,NO,NO,YES,2009,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_25407,,NO,101503006,Clinical Pharmacist,,2009,2019,NA,NA,NA,NA,https://pharmaceutical-journal.com/publication/clinical-pharmacist/all,HTML,Y,Pay,English,,1758-9061,2053-6178,1758-9061,"Pharmaceutical Services; Pharmacy Service, Hospital.; United Kingdom",YES,YES,YES,NO,NO,2009,2019,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
HTA_41172,,PARTIAL,101507745,Biopharm Res,,2009,,NA,NA,NA,NA,https://www.tandfonline.com/loi/usbr20,HTML/PDF,Y/N,Free/Pay,English,,NR,1946-6315,1946-6315,Biometry; Biopharmaceutics,YES,YES,YES,NO,NO,2009,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
217263,Child health_1,NO,101617734,Korean journal of otorhinolaryngology-head and neck surgery.,6,2009,,NA,NA,NA,NA,https://www.kjorl.org/articles/archive.php,HTML,N,Free,Korean,,NR,2092-6529,2092-5859,Otolaryngology; Otorhinolaryngologic Diseases,YES,NO,NO,NO,YES,1958,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
132311,Child health_1,NO,101645099,Electronic physician,4,2009,,NA,NA,NA,NA,http://www.ephysician.ir/index.php/browse-issues,HTML,N,Free,English,,NR,2008-5842,2008-5842,Medicine,YES,NO,NO,NO,YES,2009,,Deselected,2013,2018,Unknown,Unknown,Unknown,Indexed,2013,2018,0,All, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/2664/
202348,Child health_1,NO,101526954,Journal of antivirals & antiretrovirals,6,2009,,NA,NA,NA,NA,https://www.longdom.org/antivirals-antiretrovirals/archive.html,HTML/PDF,N,Free,English,,NR,1948-5964,NR,UPDATE,YES,NO,NO,NO,YES,2009,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
184241,Child health_1,NO,101531411,"Procedia, social and behavioral sciences",12,2009,,NA,NA,NA,NA,https://www.sciencedirect.com/journal/procedia-social-and-behavioral-sciences/issues,HTML,N,Free,English,,NR,1877-0428,NR,UPDATE,YES,NO,NO,NO,YES,2009,2018,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
19804,Blood disorders_1,NO,101652580,International journal of collaborative research on internal medicine & public health,10,2009,,NA,NA,NA,NA,https://internalmedicine.imedpub.com/archive.php,HTML/PDF,N,Free,English,,NR,1840-4529,1840-4529,UPDATE,YES,NO,NO,NO,YES,2009,2018,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
136089,Child health_1,NO,101551916,International journal of pharmacy and technology : IJPT,9,2009,,NA,NA,NA,NA,https://www.ijptonline.com/archives/,PDF,N,Free,nglish,,NR,0975-766X,0975-766X,"Biopharmaceutics; Chemistry, Pharmaceutical; Drug Delivery Systems; Pharmacognosy; Pharmacy; Technology, Pharmaceutical",YES,NO,NO,NO,YES,2009,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
6671,Blood disorders_1,NO,101587160,International Journal of Pharmacy and Pharmaceutical Sciences,18,2009,,NA,NA,NA,NA,https://innovareacademics.in/journals/index.php/ijpps/issue/archive,PDF,N,Free,English,,NR,0975-1491,0975-1491,UPDATE,YES,YES,YES,NO,NO,2014,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
437192,Complementary & alternative medicine_1,NO,101550318,Iranian journal of diabetes and obesity.,8,2009,,NA,NA,NA,NA,http://ijdo.ssu.ac.ir/volumes.php?&slct_pg_id=17&sid=1&slc_lang=en,HTML,N,Free,English,,2008-6792,NR,2008-6792,Diabetes Mellitus; Obesity,YES,NO,NO,NO,YES,2009,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
224763,Child health_1,NO,101519973 ,Surgical & cosmetic dermatology.,4,2009,,NA,NA,NA,NA,http://www.surgicalcosmetic.org.br/,HTML/PDF,N,Free ,English/Portuguese ,,1984-5510,1984-8773,1984-5510,Cosmetic Techniques; Dermatologic Surgical Procedures; Skin Diseases,YES,NO,NO,NO,YES,2009,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
1597035,Skin disorders_1,NO,101524769,Tijdschrift voor ouderen-geneeskunde.,4,2009,,NA,NA,NA,NA,https://www.verenso.nl/tijdschrift-voor-ouderengeneeskunde/aanleverspecificaties,HTML/PDF,N,Free,Dutch,,1879-4637,NR,1879-4637,Geriatric Nursing; Homes for the Aged,YES,NO,NO,NO,YES,2010,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
810486,Heart & circulation_1,NO,101555747,Archives of cardiovascular diseases. Supplements.,5,2009,,NA,NA,NA,NA,https://www.sciencedirect.com/journal/archives-of-cardiovascular-diseases-supplements/issues,HTML/PDF,Y/N,Free/Pay,English,,1878-6480,1878-6502,1878-6480,UPDATE,YES,YES,YES,NO,NO,2009,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
550234,Diagnosis_1,NO,101521904,Neurología Argentina.,4,2009,,NA,NA,NA,NA,https://www.sciencedirect.com/journal/neurologia-argentina/issues,HTML/PDF,Y/N,Free/Pay,English/Spanish,,1853-0028,1853-1490,1853-0028,Mental Disorders; Nervous System Diseases,YES,YES,YES,NO,NO,2010,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
18357,Blood disorders_1,NO,101576438,Journal of South Asian Federation of Obstetrics and Gynecology.,4,2009,,NA,NA,NA,NA,https://www.jsafog.com/lov/JSAFOG,HTML/PDF,N,Free,English,,0974-8938,0975-1920,0974-8938,"Genital Diseases, Female; Pregnancy; Women's Health Services",YES,YES,YES,NO,NO,2009,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
647020,Endocrine & metabolic_1,NO,101513130,International journal of pharmtech research,10,2009,,NA,NA,NA,NA,https://www.sphinxsai.com/pharmtech.php,PDF,N,Free,English,,0974-4304,NR,0974-4304,UPDATE,YES,NO,NO,NO,YES,2009,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
325941,Child health_1,NO,101536977,Zhongguo lin chuang yan jiu.,4,2009,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=ZGCK,,,,https://oversea.cnki.net/knavi/JournalDetail?pcode=CJFD&pykm=ZGCK,HTML/PDF,N,Pay,English/Chinese,,1674-8182,NR,NR,Biomedical Research; Clinical Medicine,YES,NO,NO,NO,YES,1998,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
138500,Child health_1,NO,101489164,Fas?lna?mah-i Da?nishkadah-i Parista?ri? va mama?-yi? Uru?mi?yah.,11,200u,2010,NA,NA,NA,NA,http://unmf.umsu.ac.ir/browse.php?&slct_pg_id=17&sid=1&slc_lang=en,HTML,N,Free,English,,2008-6326,2008-742X,2008-6326,Midwifery; Nursing Care; Nursing Process,YES,NO,NO,NO,YES,2003,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
42878,Cancer_1,NO,101319850,Iranian Red Crescent medical journal,5,200u,,NA,NA,NA,NA,https://www.ncbi.nlm.nih.gov/pmc/journals/1742/,HTML,N,Free,English,,2074-1804,2074-1812,2074-1804,Medicine,YES,YES,YES,NO,NO,2001,2016,Deselected,2011,2016,Unknown,Unknown,Unknown,Indexed,2011,2016,0,All, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/1742/
10323,Blood disorders_1,NO,101466676,Majallah-i Da?nishga?h-i ?Ulu?m-i Pizishki?-i Ma?zandara?n,79,200u,,NA,NA,NA,NA,http://jmums.mazums.ac.ir/index.php?slc_lang=en&sid=1,HTML/PDF,N,Free,English/Persian,,1735-9260,1735-9279,1735-9260,Medicine,YES,NO,NO,NO,YES,1999,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
6311,Blood disorders_1,NO,101471874,Payesh.,9,200u,,NA,NA,NA,NA,http://payeshjournal.ir/browse.php?&slct_pg_id=45&sid=1&slc_lang=fa,HTML,N,Free,English,,1680-7626,NR,1680-7626,UPDATE,YES,NO,NO,NO,YES,2001,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
22690,Blood disorders_1,NO,101233751,Majalla?h-i ?ilmi? Da?nishga?h-i ?Ulu?m-i Pizishki?-i Kurdista?n.,28,200u,,NA,NA,NA,NA,https://sjku.muk.ac.ir/browse.php?&slct_pg_id=17&sid=1&slc_lang=en,HTML,N,Free,English,,1560-652X,2345-4040,1560-652X,Medicine,YES,YES,YES,NO,NO,2000,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
163217,Child health_1,NO,101562691,Journal of international oral health : JIOH,5,200u,,NA,NA,NA,NA,https://www.jioh.org/backissues.asp,HTML/PDF,N,Free,English,,0976-7428,0976-1799,0976-1799,Oral Health; Oral Medicine,YES,NO,NO,NO,YES,2016,,Deselected,2013,2015,Unknown,Unknown,Unknown,Indexed,2013,2015,0,Some, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/1998/
627818,Endocrine & metabolic_1,NO,101692731,Tu?rk oftalmoloj? derg?s?,4,2010,2015,NA,NA,NA,NA,https://www.oftalmoloji.org/archives,HTML,N,Free,Turkish,,2149-8709,NR,NR,Eye Diseases,YES,NO,NO,NO,YES,2010,2015,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
155815,Child health_1,PARTIAL,101571070,"Journal of natural science, biology, and medicine",13,2010,2021,NA,NA,NA,NA,https://jnsbm.org/past-issues,HTML,N,Free,English,,0976-9668,2229-7707,0976-9668,Medicine; Natural Science Disciplines,YES,NO,NO,NO,YES,2010,,Deselected,2010,2018,Unknown,Unknown,Unknown,Indexed,2010,2018,0,All, Full , No New Content ,http://www.ncbi.nlm.nih.gov/pmc/journals/1648/
846688,Heart & circulation_1,NO,101715792,IIOAB journal,4,2010,,NA,NA,NA,NA,https://www.iioab.org/archives.htm,PDF,N,Free,English,,NR,0976-3104,0976-3104,UPDATE,YES,NO,NO,NO,YES,2010,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
272969,Child health_1,NO,101689909,Dermatologica sinica.,12,2010,,NA,NA,NA,NA,https://www.sciencedirect.com/journal/dermatologica-sinica/issues,HTML,N,Free,English,,NR,2223-330X,NR,Skin Diseases,YES,YES,YES,NO,NO,2010,2018,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
123270,Child health_1,NO,101581961,Anwer Khan Modern Medical College journal.,5,2010,,NA,NA,NA,NA,https://www.banglajol.info/index.php/AKMMCJ/issue/archive,HTML/PDF,N,Free,English,,NR,2221-836X,2221-836X,Medicine,YES,NO,NO,NO,YES,2010,2020,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
19929,Blood disorders_1,PARTIAL,101574282,Translational biomedicine,4,2010,,NA,NA,NA,NA,https://www.transbiomedicine.com/archive.php,HTML,N,Free,English,,NR,2172-0479,2172-0479,UPDATE,YES,NO,NO,NO,YES,2010,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
295279,Child health_1,PARTIAL,101617983,Clinical medicine insights. Therapeutics,11,2010,,NA,NA,NA,NA,https://journals.sagepub.com/loi/THP,HTML,N,Free,English,,NR,1179-559X,1179-559X,UPDATE,YES,NO,NO,NO,YES,2009,2019,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
597692,Effective practice & health systems_1,NO,101580173,International Journal of Pharmaceutical Sciences Review and Research ,8,2010,,NA,NA,NA,NA,https://www.globalresearchonline.net/clientnav/journalcontents.aspx,PDF,N,Free,English,,NR,0976-044X,NR,UPDATE,YES,YES,YES,NO,NO,2010,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
6608,Blood disorders_1,NO,101602478,"Research Journal of Pharmaceutical, Biological and Chemical Sciences",45,2010,,NA,NA,NA,NA,https://www.rjpbcs.com/archives.html,PDF,N,Free,English,,NR,0975-8585,0975-8585,UPDATE,YES,YES,YES,NO,NO,2010,2020,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
462548,Complementary & alternative medicine_1,NO,101616132,Korean journal of women health nursing,4,2010,,NA,NA,NA,NA,https://www.kjwhn.org/index.php?v_type=3,HTML,N,Free,English,,2287-1640,2093-7695,NR,Nursing Care; Women's Health,YES,NO,NO,NO,YES,1995,,Currently-indexed,2020,,Unknown,Unknown,Unknown,Indexed,2020,2022,Immediate,All, Full , ,http://www.ncbi.nlm.nih.gov/pmc/journals/4211/
157384,Child health_1,NO,101647886,International journal of research in ayurveda and pharmacy,7,2010,,NA,NA,NA,NA,https://journals.indexcopernicus.com/search/journal/issue?issueId=all&journalId=597,HTML,N,Free,English,,2277-4343,2229-3566,2229-3566,UPDATE,YES,YES,YES,NO,NO,2018,,Selected citations only,Unknown,Unknown,Unknown,Unknown,Unknown,Not indexed#,NA,NA,NA,NA,NA,NA,NA
114418,Child health_1,NO,101586199,Iranian journal of neonatology.,30,2010,,NA,NA,NA,NA,https://ijn.mums.ac.ir/,HTML,N,Free,English,,2251-7510,2322-2158,2251-7510,Neonatology; Perinatology,YES,YES,YES,NO,NO,2010,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
409338,Complementary & alternative medicine_1,NO,101574303,International journal of infertility & fetal medicine.,7,2010,,NA,NA,NA,NA,https://www.ijifm.com/lov/IJIFM,HTML,N,Free,English,,2229-3817,2229-3833,2229-3817,Fetal Diseases; Infertility,YES,YES,YES,NO,NO,2010,,Not indexed,NA,NA,Not indexed,NA,NA,Not indexed#,NA,NA,NA,NA,NA,NA,NA
